0.0, 0.25, 0.31, 0.00, 0.00, 0.00, 0.25, 0.4890, 1
0.5, 0.25, 0.43, 0.00, 0.00, 0.25, 0.00, 0.4800, 1
0.5, 0.25, 0.58, 0.00, 0.25, 0.00, 0.00, 0.6540, 2
0.0, 0.75, 0.55, 0.00, 0.00, 0.00, 0.25, 0.6070, 2
0.0, 0.75, 0.43, 0.00, 0.25, 0.00, 0.00, 0.5110, 1
0.0, 0.75, 0.43, 0.00, 0.00, 0.25, 0.00, 0.5320, 1
0.0, 0.50, 0.21, 0.25, 0.00, 0.00, 0.00, 0.3720, 0
0.5, 0.25, 0.55, 0.00, 0.00, 0.25, 0.00, 0.6460, 0
0.5, 0.25, 0.64, 0.00, 0.25, 0.00, 0.00, 0.7480, 0
0.0, 0.75, 0.41, 0.00, 0.00, 0.00, 0.25, 0.5880, 1
0.5, 0.50, 0.64, 0.00, 0.00, 0.25, 0.00, 0.7270, 0
0.0, 0.50, 0.56, 0.00, 0.00, 0.00, 0.25, 0.6660, 2
0.5, 0.25, 0.31, 0.00, 0.00, 0.25, 0.00, 0.3600, 1
0.0, 0.75, 0.65, 0.00, 0.00, 0.25, 0.00, 0.7010, 2
0.5, 0.75, 0.55, 0.00, 0.00, 0.00, 0.25, 0.6430, 0
0.0, 0.25, 0.25, 0.25, 0.00, 0.00, 0.00, 0.4030, 0
0.5, 0.25, 0.46, 0.00, 0.00, 0.25, 0.00, 0.5100, 1
0.0, 0.75, 0.36, 0.00, 0.00, 0.00, 0.25, 0.5350, 0
0.5, 0.25, 0.52, 0.00, 0.00, 0.00, 0.25, 0.5810, 1
0.5, 0.25, 0.61, 0.00, 0.00, 0.25, 0.00, 0.6790, 0
0.5, 0.25, 0.57, 0.00, 0.00, 0.25, 0.00, 0.6570, 0
0.0, 0.75, 0.46, 0.00, 0.25, 0.00, 0.00, 0.5260, 1
0.0, 0.75, 0.62, 0.25, 0.00, 0.00, 0.00, 0.6680, 2
0.5, 0.25, 0.55, 0.00, 0.00, 0.00, 0.25, 0.6270, 0
0.0, 0.50, 0.22, 0.00, 0.00, 0.25, 0.00, 0.2770, 1
0.0, 0.75, 0.50, 0.00, 0.00, 0.00, 0.25, 0.6290, 0
0.0, 0.75, 0.32, 0.00, 0.00, 0.00, 0.25, 0.4180, 1
0.0, 0.25, 0.21, 0.00, 0.00, 0.25, 0.00, 0.3560, 0
0.5, 0.50, 0.44, 0.00, 0.25, 0.00, 0.00, 0.5200, 1
0.5, 0.25, 0.46, 0.00, 0.00, 0.00, 0.25, 0.5170, 1
0.5, 0.25, 0.62, 0.00, 0.25, 0.00, 0.00, 0.6970, 0
0.5, 0.25, 0.57, 0.00, 0.00, 0.00, 0.25, 0.6640, 0
0.0, 0.50, 0.67, 0.00, 0.00, 0.00, 0.25, 0.7580, 2
0.5, 0.25, 0.29, 0.25, 0.00, 0.00, 0.00, 0.3430, 2
0.5, 0.25, 0.53, 0.00, 0.00, 0.00, 0.25, 0.6010, 0
0.0, 0.75, 0.44, 0.25, 0.00, 0.00, 0.00, 0.5480, 1
0.5, 0.50, 0.46, 0.00, 0.25, 0.00, 0.00, 0.5230, 1
0.0, 0.75, 0.20, 0.00, 0.00, 0.00, 0.25, 0.3010, 1
0.0, 0.50, 0.38, 0.00, 0.00, 0.00, 0.25, 0.5350, 1
0.5, 0.25, 0.50, 0.00, 0.25, 0.00, 0.00, 0.5860, 1
0.5, 0.25, 0.33, 0.00, 0.25, 0.00, 0.00, 0.4250, 1
0.0, 0.75, 0.33, 0.00, 0.25, 0.00, 0.00, 0.3930, 1
0.5, 0.25, 0.26, 0.00, 0.25, 0.00, 0.00, 0.4040, 0
0.5, 0.25, 0.58, 0.25, 0.00, 0.00, 0.00, 0.7070, 0
0.5, 0.75, 0.43, 0.00, 0.00, 0.00, 0.25, 0.4800, 1
0.0, 0.50, 0.46, 0.25, 0.00, 0.00, 0.00, 0.6440, 0
0.5, 0.25, 0.60, 0.25, 0.00, 0.00, 0.00, 0.7170, 0
0.0, 0.75, 0.42, 0.25, 0.00, 0.00, 0.00, 0.4890, 1
0.0, 0.75, 0.56, 0.00, 0.00, 0.25, 0.00, 0.5640, 2
0.0, 0.25, 0.62, 0.00, 0.25, 0.00, 0.00, 0.6630, 2
0.0, 0.25, 0.50, 0.25, 0.00, 0.00, 0.00, 0.6480, 1
0.5, 0.25, 0.47, 0.00, 0.00, 0.00, 0.25, 0.5200, 1
0.0, 0.75, 0.67, 0.00, 0.25, 0.00, 0.00, 0.8040, 2
0.0, 0.75, 0.40, 0.00, 0.00, 0.25, 0.00, 0.5040, 1
0.5, 0.25, 0.42, 0.00, 0.25, 0.00, 0.00, 0.4840, 1
0.5, 0.25, 0.64, 0.25, 0.00, 0.00, 0.00, 0.7200, 0
0.0, 0.50, 0.47, 0.25, 0.00, 0.00, 0.00, 0.5870, 2
0.5, 0.50, 0.45, 0.00, 0.25, 0.00, 0.00, 0.5280, 1
0.0, 0.75, 0.25, 0.00, 0.00, 0.25, 0.00, 0.4090, 0
0.5, 0.25, 0.38, 0.25, 0.00, 0.00, 0.00, 0.4840, 0
0.5, 0.25, 0.55, 0.00, 0.00, 0.00, 0.25, 0.6000, 1
0.0, 0.75, 0.44, 0.25, 0.00, 0.00, 0.00, 0.6060, 1
0.5, 0.50, 0.33, 0.25, 0.00, 0.00, 0.00, 0.4100, 1
0.5, 0.25, 0.34, 0.00, 0.00, 0.25, 0.00, 0.3900, 1
0.5, 0.25, 0.27, 0.00, 0.25, 0.00, 0.00, 0.3370, 2
0.5, 0.25, 0.32, 0.00, 0.25, 0.00, 0.00, 0.4070, 1
0.5, 0.75, 0.42, 0.00, 0.00, 0.00, 0.25, 0.4700, 1
0.0, 0.25, 0.24, 0.00, 0.00, 0.25, 0.00, 0.4030, 0
0.5, 0.25, 0.42, 0.00, 0.25, 0.00, 0.00, 0.5030, 1
0.5, 0.25, 0.25, 0.00, 0.00, 0.25, 0.00, 0.2800, 2
0.5, 0.25, 0.51, 0.00, 0.25, 0.00, 0.00, 0.5800, 1
0.0, 0.50, 0.55, 0.00, 0.25, 0.00, 0.00, 0.6350, 2
0.5, 0.25, 0.44, 0.25, 0.00, 0.00, 0.00, 0.4780, 2
0.0, 0.25, 0.18, 0.25, 0.00, 0.00, 0.00, 0.3980, 0
0.0, 0.75, 0.67, 0.00, 0.25, 0.00, 0.00, 0.7160, 2
0.5, 0.25, 0.45, 0.00, 0.00, 0.25, 0.00, 0.5000, 1
0.5, 0.25, 0.48, 0.25, 0.00, 0.00, 0.00, 0.5580, 1
0.0, 0.25, 0.25, 0.00, 0.25, 0.00, 0.00, 0.3900, 1
0.0, 0.75, 0.67, 0.25, 0.00, 0.00, 0.00, 0.7830, 1
0.5, 0.25, 0.37, 0.00, 0.00, 0.25, 0.00, 0.4200, 1
0.0, 0.25, 0.32, 0.25, 0.00, 0.00, 0.00, 0.4270, 1
0.5, 0.25, 0.48, 0.25, 0.00, 0.00, 0.00, 0.5700, 1
0.0, 0.75, 0.66, 0.00, 0.00, 0.25, 0.00, 0.7500, 2
0.5, 0.75, 0.61, 0.25, 0.00, 0.00, 0.00, 0.7000, 0
0.0, 0.50, 0.58, 0.00, 0.00, 0.00, 0.25, 0.6890, 1
0.5, 0.25, 0.19, 0.25, 0.00, 0.00, 0.00, 0.2400, 2
0.5, 0.25, 0.38, 0.00, 0.00, 0.25, 0.00, 0.4300, 1
0.0, 0.50, 0.27, 0.25, 0.00, 0.00, 0.00, 0.3640, 1
0.5, 0.25, 0.42, 0.25, 0.00, 0.00, 0.00, 0.4800, 1
0.5, 0.25, 0.60, 0.25, 0.00, 0.00, 0.00, 0.7130, 0
0.0, 0.75, 0.27, 0.00, 0.00, 0.25, 0.00, 0.3480, 0
0.5, 0.75, 0.29, 0.00, 0.25, 0.00, 0.00, 0.3710, 0
0.0, 0.50, 0.43, 0.25, 0.00, 0.00, 0.00, 0.5670, 1
0.5, 0.50, 0.48, 0.25, 0.00, 0.00, 0.00, 0.5670, 1
0.5, 0.50, 0.27, 0.00, 0.00, 0.25, 0.00, 0.2940, 2
0.0, 0.75, 0.44, 0.25, 0.00, 0.00, 0.00, 0.5520, 0
0.5, 0.25, 0.23, 0.00, 0.25, 0.00, 0.00, 0.2630, 2
0.0, 0.75, 0.36, 0.00, 0.25, 0.00, 0.00, 0.5300, 2
0.5, 0.25, 0.64, 0.00, 0.00, 0.25, 0.00, 0.7250, 0
0.5, 0.25, 0.29, 0.00, 0.00, 0.00, 0.25, 0.3000, 2
0.0, 0.25, 0.33, 0.25, 0.00, 0.00, 0.00, 0.4930, 1
0.0, 0.75, 0.66, 0.00, 0.25, 0.00, 0.00, 0.7500, 2
0.0, 0.50, 0.21, 0.00, 0.00, 0.25, 0.00, 0.3430, 0
0.5, 0.25, 0.27, 0.25, 0.00, 0.00, 0.00, 0.3270, 2
0.5, 0.25, 0.29, 0.25, 0.00, 0.00, 0.00, 0.3180, 2
0.0, 0.75, 0.31, 0.25, 0.00, 0.00, 0.00, 0.4860, 1
0.5, 0.25, 0.36, 0.00, 0.00, 0.25, 0.00, 0.4100, 1
0.5, 0.25, 0.49, 0.00, 0.25, 0.00, 0.00, 0.5570, 1
0.0, 0.25, 0.28, 0.25, 0.00, 0.00, 0.00, 0.3840, 0
0.0, 0.50, 0.43, 0.00, 0.00, 0.25, 0.00, 0.5660, 1
0.0, 0.50, 0.46, 0.00, 0.25, 0.00, 0.00, 0.5880, 1
0.5, 0.25, 0.57, 0.25, 0.00, 0.00, 0.00, 0.6980, 0
0.0, 0.25, 0.52, 0.00, 0.00, 0.00, 0.25, 0.5940, 1
0.0, 0.75, 0.31, 0.00, 0.00, 0.25, 0.00, 0.4350, 1
0.0, 0.75, 0.55, 0.25, 0.00, 0.00, 0.00, 0.6200, 2
0.5, 0.25, 0.50, 0.25, 0.00, 0.00, 0.00, 0.5640, 1
0.5, 0.25, 0.48, 0.00, 0.25, 0.00, 0.00, 0.5590, 1
0.0, 0.50, 0.22, 0.00, 0.00, 0.25, 0.00, 0.3450, 0
0.5, 0.25, 0.59, 0.00, 0.00, 0.25, 0.00, 0.6670, 0
0.5, 0.25, 0.34, 0.25, 0.00, 0.00, 0.00, 0.4280, 2
0.0, 0.75, 0.64, 0.25, 0.00, 0.00, 0.00, 0.7720, 2
0.5, 0.25, 0.29, 0.00, 0.00, 0.25, 0.00, 0.3350, 2
0.0, 0.50, 0.34, 0.00, 0.25, 0.00, 0.00, 0.4320, 1
0.0, 0.50, 0.61, 0.25, 0.00, 0.00, 0.00, 0.7500, 2
0.5, 0.25, 0.64, 0.00, 0.00, 0.00, 0.25, 0.7110, 0
0.0, 0.25, 0.29, 0.25, 0.00, 0.00, 0.00, 0.4130, 0
0.5, 0.25, 0.63, 0.00, 0.25, 0.00, 0.00, 0.7060, 0
0.0, 0.50, 0.29, 0.00, 0.25, 0.00, 0.00, 0.4000, 0
0.0, 0.75, 0.51, 0.25, 0.00, 0.00, 0.00, 0.6270, 1
0.0, 0.75, 0.24, 0.00, 0.00, 0.25, 0.00, 0.3770, 0
0.5, 0.50, 0.48, 0.00, 0.25, 0.00, 0.00, 0.5750, 1
0.5, 0.25, 0.18, 0.25, 0.00, 0.00, 0.00, 0.2740, 0
0.5, 0.25, 0.18, 0.25, 0.00, 0.00, 0.00, 0.2030, 2
0.5, 0.25, 0.33, 0.00, 0.25, 0.00, 0.00, 0.3820, 2
0.0, 0.50, 0.20, 0.00, 0.00, 0.25, 0.00, 0.3480, 0
0.5, 0.25, 0.29, 0.00, 0.00, 0.25, 0.00, 0.3300, 2
0.0, 0.25, 0.44, 0.00, 0.00, 0.00, 0.25, 0.6300, 0
0.0, 0.75, 0.65, 0.00, 0.00, 0.25, 0.00, 0.8180, 0
0.0, 0.75, 0.56, 0.25, 0.00, 0.00, 0.00, 0.6370, 2
0.0, 0.50, 0.52, 0.00, 0.00, 0.25, 0.00, 0.5840, 1
0.0, 0.50, 0.29, 0.00, 0.25, 0.00, 0.00, 0.4860, 0
0.0, 0.75, 0.47, 0.00, 0.25, 0.00, 0.00, 0.5890, 1
0.5, 0.50, 0.68, 0.25, 0.00, 0.00, 0.00, 0.7260, 2
0.5, 0.25, 0.31, 0.00, 0.00, 0.25, 0.00, 0.3600, 1
0.5, 0.25, 0.61, 0.00, 0.25, 0.00, 0.00, 0.6250, 2
0.5, 0.25, 0.19, 0.00, 0.25, 0.00, 0.00, 0.2150, 2
0.5, 0.75, 0.38, 0.00, 0.00, 0.25, 0.00, 0.4300, 1
0.0, 0.75, 0.26, 0.25, 0.00, 0.00, 0.00, 0.4230, 0
0.5, 0.25, 0.61, 0.00, 0.25, 0.00, 0.00, 0.6740, 0
0.5, 0.25, 0.40, 0.25, 0.00, 0.00, 0.00, 0.4650, 1
0.0, 0.50, 0.49, 0.25, 0.00, 0.00, 0.00, 0.6520, 1
0.5, 0.50, 0.56, 0.25, 0.00, 0.00, 0.00, 0.6750, 0
0.0, 0.25, 0.48, 0.00, 0.25, 0.00, 0.00, 0.6600, 1
0.5, 0.25, 0.52, 0.25, 0.00, 0.00, 0.00, 0.5630, 2
0.0, 0.75, 0.18, 0.25, 0.00, 0.00, 0.00, 0.2980, 0
0.0, 0.75, 0.56, 0.00, 0.00, 0.00, 0.25, 0.5930, 2
0.0, 0.50, 0.52, 0.00, 0.25, 0.00, 0.00, 0.6440, 1
0.0, 0.50, 0.18, 0.00, 0.25, 0.00, 0.00, 0.2860, 1
0.0, 0.75, 0.58, 0.25, 0.00, 0.00, 0.00, 0.6620, 2
0.0, 0.75, 0.39, 0.00, 0.25, 0.00, 0.00, 0.5510, 1
0.0, 0.75, 0.46, 0.25, 0.00, 0.00, 0.00, 0.6290, 1
0.0, 0.50, 0.40, 0.00, 0.25, 0.00, 0.00, 0.4620, 1
0.0, 0.50, 0.60, 0.25, 0.00, 0.00, 0.00, 0.7270, 2
0.5, 0.25, 0.36, 0.00, 0.25, 0.00, 0.00, 0.4070, 2
0.5, 0.25, 0.44, 0.25, 0.00, 0.00, 0.00, 0.5230, 1
0.5, 0.25, 0.28, 0.25, 0.00, 0.00, 0.00, 0.3130, 2
0.5, 0.25, 0.54, 0.00, 0.00, 0.25, 0.00, 0.6260, 0
